Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
3806	PHOTOCHEMISTRY AND PHOTOBIOLOGY	"9,949"	2.008	0.007850
3809	JOURNAL OF ADOLESCENCE	"4,573"	2.007	0.009280
3809	PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY	"2,669"	2.007	0.004230
3811	CURRENT OPINION IN UROLOGY	"1,467"	2.006	0.003650
3811	URBAN FORESTRY & URBAN GREENING	"1,487"	2.006	0.002760
3811	URBAN FORESTRY & URBAN GREENING	"1,487"	2.006	0.002760
3814	CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY	"4,843"	2.004	0.006010
3814	NEUROSCIENCE RESEARCH	"4,553"	2.004	0.006230
3814	POLYMER COMPOSITES	"4,633"	2.004	0.006930
3817	ACTA ASTRONOMICA	"1,100"	2.000	0.001980
3817	ADVANCED ENGINEERING INFORMATICS	"1,237"	2.000	0.002760
3817	BEHAVIOURAL PHARMACOLOGY	"2,561"	2.000	0.003570
3817	BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY	"2,592"	2.000	0.003150
3817	EXPERIMENTAL PSYCHOLOGY	"1,187"	2.000	0.003310
3817	Earth Surface Dynamics	119	2.000	0.000780
3817	Fossil Record	213	2.000	0.000450
3817	GEOTECHNIQUE	"7,384"	2.000	0.007760
3817	Gut and Liver	"1,075"	2.000	0.003550
3817	JOURNAL OF HUMAN RESOURCES	"3,424"	2.000	0.007320
3817	Journal of Occupational Health Psychology	"2,065"	2.000	0.004580
3817	LUNG	"1,733"	2.000	0.004020
3817	Language Teaching	547	2.000	0.001760
3817	Mycotoxin Research	666	2.000	0.001120
3817	ORAL DISEASES	"3,099"	2.000	0.005750
3817	PERMAFROST AND PERIGLACIAL PROCESSES	"1,555"	2.000	0.002410
3817	PROGRESS IN PLANNING	524	2.000	0.001130
3817	SOCIOLOGY OF EDUCATION	"1,995"	2.000	0.003170
3817	Wulfenia	78	2.000	0.000170
3836	JOURNAL OF MEDICAL VIROLOGY	"8,436"	1.998	0.013650
3837	BIOSYSTEMS ENGINEERING	"3,764"	1.997	0.006000
3838	ACTA GEOLOGICA SINICA-ENGLISH EDITION	"2,851"	1.996	0.003430
3839	AMERICAN JOURNAL OF INFECTION CONTROL	"6,111"	1.995	0.013590
3839	JOURNAL OF INTELLIGENT MANUFACTURING	"2,217"	1.995	0.003920
3841	CARDIOLOGY	"2,298"	1.994	0.004550
3841	JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION	"3,960"	1.994	0.005990
3841	TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE	"5,024"	1.994	0.010170
3841	TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE	"5,024"	1.994	0.010170
3845	ARTIFICIAL ORGANS	"3,221"	1.993	0.004640
3845	WEED SCIENCE	"4,569"	1.993	0.004000
3847	COMPUTATIONAL GEOSCIENCES	"1,064"	1.992	0.004630
3848	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	"6,517"	1.991	0.013130
3848	JOURNAL OF MEMBRANE BIOLOGY	"4,154"	1.991	0.004330
3850	PLANTA MEDICA	"11,204"	1.990	0.009920
3851	Journal of the American Board of Family Medicine	"2,670"	1.989	0.006260
3852	AMERICAN ANTIQUITY	"2,799"	1.988	0.001660
3852	COMPUTERS & OPERATIONS RESEARCH	"7,545"	1.988	0.016550
3852	JOURNAL OF BIOMATERIALS APPLICATIONS	"1,432"	1.988	0.002770
3852	JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY	"4,843"	1.988	0.004900
3852	SOCIOLOGY OF HEALTH & ILLNESS	"3,166"	1.988	0.005020
3857	BMC Complementary and Alternative Medicine	"4,220"	1.987	0.009800
3857	Endocrine Metabolic & Immune Disorders-Drug Targets	625	1.987	0.001160
3857	REGIONAL STUDIES	"3,931"	1.987	0.006580
3860	FOUNDATIONS OF COMPUTATIONAL MATHEMATICS	938	1.986	0.005820
3860	Human Gene Therapy Methods	263	1.986	0.001220
3860	PSYCHOLOGY PUBLIC POLICY AND LAW	"1,014"	1.986	0.002280
3863	Aquaculture Environment Interactions	336	1.985	0.001170
3863	SYSTEMATICS AND BIODIVERSITY	644	1.985	0.002120
3865	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY	"8,276"	1.984	0.011640
3865	URBAN ECOSYSTEMS	"1,367"	1.984	0.002610
3867	MOLECULAR MEMBRANE BIOLOGY	"1,111"	1.983	0.001540
3867	PSYCHOLOGY & HEALTH	"3,779"	1.983	0.006940
3869	Journal of International Management	"1,045"	1.982	0.001570
3870	SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT	"1,023"	1.981	0.001760
3871	CLIMATE POLICY	"1,117"	1.980	0.003540
3871	JOURNAL OF FOOD AND DRUG ANALYSIS	"1,029"	1.980	0.001230
3871	MAGNETIC RESONANCE IMAGING	"6,037"	1.980	0.011170
3871	RIVER RESEARCH AND APPLICATIONS	"2,880"	1.980	0.005850
3875	International Journal of Press-Politics	445	1.979	0.002210
3875	Social Psychology	398	1.979	0.002520
3877	AMERICAN ETHNOLOGIST	"1,860"	1.978	0.004580
3877	Global Public Health	"1,004"	1.978	0.004250
3877	IEEE Magnetics Letters	184	1.978	0.001150
3877	JOURNAL OF STRENGTH AND CONDITIONING RESEARCH	"11,507"	1.978	0.016570
3877	Journal of Saudi Chemical Society	846	1.978	0.001920
3882	CANADIAN JOURNAL OF REMOTE SENSING	"1,634"	1.976	0.002080
3882	COMMUNICATION RESEARCH	"2,888"	1.976	0.004600
3882	MEMORY	"2,620"	1.976	0.004850
3885	Current Pain and Headache Reports	"1,378"	1.975	0.003280
3885	IEEE MICROWAVE MAGAZINE	"1,102"	1.975	0.004410
3885	JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES	"4,720"	1.975	0.009080
3885	Journal of Inflammation-London	883	1.975	0.002470
3889	FOOD REVIEWS INTERNATIONAL	"1,153"	1.974	0.000930
3890	CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS	"1,476"	1.973	0.003210
3890	NEUROLOGIC CLINICS	"1,554"	1.973	0.002050
3892	WEATHER AND FORECASTING	"4,132"	1.972	0.007860
3893	ARCHIVES OF GERONTOLOGY AND GERIATRICS	"3,695"	1.971	0.009120
3893	Journal of Hydro-environment Research	481	1.971	0.001880
3895	Research in Human Development	408	1.970	0.000780
3896	CELL STRUCTURE AND FUNCTION	"1,015"	1.969	0.000940
3896	EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT	"1,265"	1.969	0.002150
3896	IEEE TRANSACTIONS ON NANOBIOSCIENCE	973	1.969	0.001690
3896	JOURNAL OF POLYMER RESEARCH	"3,173"	1.969	0.006200
3896	JOURNAL OF POLYMERS AND THE ENVIRONMENT	"2,268"	1.969	0.003450
3896	SOLVENT EXTRACTION AND ION EXCHANGE	"1,918"	1.969	0.001720
3902	ACADEMIC RADIOLOGY	"4,298"	1.966	0.009790
3902	M&SOM-Manufacturing & Service Operations Management	"1,815"	1.966	0.005950
3902	M&SOM-Manufacturing & Service Operations Management	"1,815"	1.966	0.005950
3905	JOURNAL OF BIOSCIENCE AND BIOENGINEERING	"7,064"	1.964	0.009700
3905	JOURNAL OF EUROPEAN PUBLIC POLICY	"2,308"	1.964	0.006100
3907	EPL	"20,317"	1.963	0.053700
3907	INTERNATIONAL JOURNAL OF MODERN PHYSICS D	"3,301"	1.963	0.006990
3909	ECS Electrochemistry Letters	593	1.962	0.002190
3909	Eating Behaviors	"1,959"	1.962	0.004350
3911	BMC Neurology	"2,969"	1.961	0.010630
3911	NEOPLASMA	"1,472"	1.961	0.002550
3911	PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN	"4,635"	1.961	0.010200
3914	American Journal of Rhinology & Allergy	"3,217"	1.960	0.004740
3915	SCIENCE & JUSTICE	785	1.959	0.001800
3916	Surgical Oncology Clinics of North America	900	1.958	0.001920
3917	IET Control Theory and Applications	"3,787"	1.957	0.013530
3918	INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES	"3,471"	1.956	0.005090
3918	SEMINARS IN DIAGNOSTIC PATHOLOGY	"1,086"	1.956	0.001740
3918	VECTOR-BORNE AND ZOONOTIC DISEASES	"2,932"	1.956	0.008750
3921	Aquatic Invasions	"1,010"	1.955	0.002470
3921	CELL COMMUNICATION AND ADHESION	449	1.955	0.000510
3923	AAPS PHARMSCITECH	"4,230"	1.954	0.005820
3923	BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY	"2,440"	1.954	0.006870
3923	Journal of Psychiatric Practice	858	1.954	0.001580
3923	ULTRASONICS	"4,982"	1.954	0.007010
3927	ACCOUNTING REVIEW	"6,059"	1.953	0.012860
3927	AEROSOL SCIENCE AND TECHNOLOGY	"5,712"	1.953	0.008760
3927	Advances in Experimental Medicine and Biology	"14,271"	1.953	0.035410
3927	EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY	"4,191"	1.953	0.006240
3927	JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY	"7,177"	1.953	0.004400
3927	OTOLOGY & NEUROTOLOGY	"6,237"	1.953	0.012580
3933	Technological and Economic Development of Economy	598	1.952	0.001390
3934	EUROPEAN JOURNAL OF SOIL BIOLOGY	"2,146"	1.951	0.003970
3934	HIV CLINICAL TRIALS	667	1.951	0.001730
3934	JOURNAL OF EMOTIONAL AND BEHAVIORAL DISORDERS	935	1.951	0.001180
3934	JOURNAL OF PEPTIDE SCIENCE	"2,054"	1.951	0.003490
3938	Advances in Polymer Science	"3,767"	1.950	0.003330
3938	FORENSIC SCIENCE INTERNATIONAL	"11,286"	1.950	0.017070
3938	JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY	"1,133"	1.950	0.013440
3938	Journal of Surgical Education	"1,312"	1.950	0.005510
3942	AIDS RESEARCH AND HUMAN RETROVIRUSES	"4,405"	1.949	0.009250
3942	CURRENT ORGANIC CHEMISTRY	"4,364"	1.949	0.007410
3944	IRRIGATION SCIENCE	"1,683"	1.948	0.002750
3945	CHINESE CHEMICAL LETTERS	"4,119"	1.947	0.005780
3945	DEVELOPMENTAL NEUROPSYCHOLOGY	"2,623"	1.947	0.003760
3945	DEVELOPMENTAL NEUROPSYCHOLOGY	"2,623"	1.947	0.003760
3945	Groundwater	"5,078"	1.947	0.005590
3945	INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE	"3,057"	1.947	0.006360
3950	JOURNAL OF ENGINEERING DESIGN	844	1.946	0.001280
3950	JOURNAL OF SCIENTIFIC COMPUTING	"2,413"	1.946	0.010440
3950	PERSONALITY AND INDIVIDUAL DIFFERENCES	"16,101"	1.946	0.022550
3953	BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY	"1,457"	1.945	0.002550
3953	Clinical and Experimental Nephrology	"1,569"	1.945	0.004560
3953	IEEE PHOTONICS TECHNOLOGY LETTERS	"13,515"	1.945	0.027670
3956	ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY	"5,082"	1.944	0.007580
3956	BIOTROPICA	"5,226"	1.944	0.006270
3958	COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES	"1,367"	1.943	0.002690
3958	INTERNATIONAL STUDIES QUARTERLY	"2,409"	1.943	0.008440
3958	International Journal of Mental Health Nursing	"1,143"	1.943	0.002040
3958	International Journal of Mental Health Nursing	"1,143"	1.943	0.002040
3962	Journal of Flow Chemistry	175	1.942	0.000610
3962	PLANETARY AND SPACE SCIENCE	"6,840"	1.942	0.014650
3964	SOCIOLOGICAL THEORY	"1,538"	1.941	0.002950
3965	PATHOLOGY & ONCOLOGY RESEARCH	"1,735"	1.940	0.003820
3966	JOURNAL OF MICROELECTROMECHANICAL SYSTEMS	"5,775"	1.939	0.008340
3967	INTERNATIONAL DAIRY JOURNAL	"6,918"	1.938	0.006220
3967	International Heart Journal	"1,043"	1.938	0.001960
3967	THERMOCHIMICA ACTA	"14,229"	1.938	0.015100
3967	Tobacco Induced Diseases	286	1.938	0.001100
3967	Tobacco Induced Diseases	286	1.938	0.001100
3972	JOURNAL OF SMALL BUSINESS MANAGEMENT	"1,831"	1.937	0.001830
3972	NUMERICAL HEAT TRANSFER PART A-APPLICATIONS	"2,392"	1.937	0.003370
3974	DERMATOLOGIC SURGERY	"6,628"	1.936	0.009460
3974	Journal of Lower Genital Tract Disease	913	1.936	0.003440
3974	Research in Social & Administrative Pharmacy	815	1.936	0.001720
3977	COMPLEMENTARY THERAPIES IN MEDICINE	"1,590"	1.935	0.003130
3977	Methodology-European Journal of Research Methods for the Behavioral and Social Sciences	452	1.935	0.001250
3977	PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES	"18,347"	1.935	0.018570
3980	QUALITATIVE INQUIRY	"3,108"	1.934	0.004350
3980	URBAN STUDIES	"6,408"	1.934	0.011350
3982	APMIS	"3,480"	1.933	0.005280
3982	Advances in the Study of Behavior	"1,122"	1.933	0.000790
3982	Cognitive Computation	491	1.933	0.001260
3982	INSECT SYSTEMATICS & EVOLUTION	339	1.933	0.000580
3982	Journal of Physics A-Mathematical and Theoretical	"22,417"	1.933	0.042410
3987	Hepatitis Monthly	949	1.932	0.002500
3988	Evidence-based Complementary and Alternative Medicine	"8,456"	1.931	0.023020
3988	Nature + Culture	167	1.931	0.000900
3988	SURFACE SCIENCE	"21,977"	1.931	0.011980
3988	Weather Climate and Society	330	1.931	0.002030
3988	Weather Climate and Society	330	1.931	0.002030
3993	INDUSTRIAL MARKETING MANAGEMENT	"5,156"	1.930	0.005270
3994	JOURNAL OF APPLIED GENETICS	"1,019"	1.929	0.002250
3995	Journal of Mixed Methods Research	631	1.927	0.001350
3996	BMC STRUCTURAL BIOLOGY	"1,051"	1.926	0.002500
3996	International Journal of Mechanics and Materials in Design	329	1.926	0.001080
3996	JOURNAL OF GEODYNAMICS	"2,217"	1.926	0.005700
3996	JOURNAL OF ORAL REHABILITATION	"4,600"	1.926	0.005280
3996	POPULATION AND DEVELOPMENT REVIEW	"2,738"	1.926	0.004490
3996	STRESS AND HEALTH	928	1.926	0.002370
3996	STRESS AND HEALTH	928	1.926	0.002370
3996	Socio-Economic Review	758	1.926	0.003180
4004	Journal of Display Technology	"1,919"	1.925	0.004940
4005	Cognitive Neuropsychiatry	862	1.924	0.001590
4005	Cognitive Neuropsychiatry	862	1.924	0.001590
4005	Scandinavian Journal of Surgery	771	1.924	0.001830
4008	EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY	"1,777"	1.923	0.005330
4008	Journal of Geographical Sciences	"1,276"	1.923	0.002770
4008	RADIATION AND ENVIRONMENTAL BIOPHYSICS	"1,359"	1.923	0.002690
4011	PUBLIC ADMINISTRATION	"2,257"	1.922	0.004430
4011	Respiratory Care	"3,746"	1.922	0.007990
4013	EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY	"4,474"	1.921	0.007880
4013	FORESTRY	"1,746"	1.921	0.002630
4013	LYMPHOLOGY	691	1.921	0.000940
4016	Astronomy and Computing	194	1.920	0.000540
4016	Breast Journal	"2,153"	1.920	0.004590
4016	CRYOBIOLOGY	"3,536"	1.920	0.003710
4016	Greenhouse Gases-Science and Technology	400	1.920	0.001720
4016	INTERNATIONAL JOURNAL OF NON-LINEAR MECHANICS	"3,869"	1.920	0.007280
4021	DENTOMAXILLOFACIAL RADIOLOGY	"2,072"	1.919	0.003540
4021	DISABILITY AND REHABILITATION	"6,710"	1.919	0.013140
4021	DISABILITY AND REHABILITATION	"6,710"	1.919	0.013140
4024	AMERICAN MINERALOGIST	"15,707"	1.918	0.014170
4024	INORGANICA CHIMICA ACTA	"16,362"	1.918	0.014620
4026	JOURNAL OF ADVANCED NURSING	"12,952"	1.917	0.012110
4026	JOURNAL OF ADVANCED NURSING	"12,952"	1.917	0.012110
4026	MATERNAL AND CHILD HEALTH JOURNAL	"3,980"	1.917	0.012560
4026	PARASITE IMMUNOLOGY	"2,411"	1.917	0.003100
4030	BMC Cardiovascular Disorders	"1,699"	1.916	0.005930
4030	Current Opinion in Anesthesiology	"2,055"	1.916	0.004560
4032	ANTIPODE	"2,747"	1.915	0.006890
4032	Analytical Methods	"7,181"	1.915	0.019500
4032	Marine Biodiversity	438	1.915	0.001770
4035	International Journal of Rheumatic Diseases	"1,002"	1.914	0.003350
4035	METEOROLOGISCHE ZEITSCHRIFT	"1,617"	1.914	0.003010
4035	PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY	"2,216"	1.914	0.004240
4038	EARLY HUMAN DEVELOPMENT	"4,856"	1.913	0.009970
4039	AGGRESSION AND VIOLENT BEHAVIOR	"2,477"	1.912	0.005650
4039	SEMINARS IN DIALYSIS	"2,485"	1.912	0.005380
4041	Accounting Auditing & Accountability Journal	"2,094"	1.911	0.001380
4041	Advances in Biochemical Engineering-Biotechnology	"1,901"	1.911	0.001960
4043	Applied Physiology Nutrition and Metabolism	"3,189"	1.910	0.008940
4043	INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED	"10,092"	1.910	0.018810
4043	JOURNAL OF GREAT LAKES RESEARCH	"4,272"	1.910	0.005650
4046	Biotechnology & Genetic Engineering Reviews	452	1.909	0.000460
4046	Journal of Positive Psychology	"1,219"	1.909	0.003150
4048	CBE-Life Sciences Education	863	1.908	0.003390
4048	SYSTEMS & CONTROL LETTERS	"5,606"	1.908	0.012840
4050	AMERICAN BEHAVIORAL SCIENTIST	"3,115"	1.907	0.005950
4050	Human Cell	347	1.907	0.000530
4050	JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION	"1,636"	1.907	0.001290
4053	BIOMEDICAL AND ENVIRONMENTAL SCIENCES	"1,663"	1.906	0.002910
4053	POSTGRADUATE MEDICINE	"1,714"	1.906	0.004040
4053	PSYCHOSOMATICS	"3,272"	1.906	0.004270
4053	PSYCHOSOMATICS	"3,272"	1.906	0.004270
4057	AFRICAN AFFAIRS	940	1.904	0.002570
4057	BURNS	"5,838"	1.904	0.007040
4057	GROUP & ORGANIZATION MANAGEMENT	"1,462"	1.904	0.001700
4057	PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES	"6,506"	1.904	0.011940
4057	PUBLIC UNDERSTANDING OF SCIENCE	"1,647"	1.904	0.003560
4062	DISPLAYS	940	1.903	0.001160
4062	Therapeutics and Clinical Risk Management	"1,341"	1.903	0.002190
4064	AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV	"5,490"	1.902	0.013030
4065	BIOPROCESS AND BIOSYSTEMS ENGINEERING	"2,638"	1.901	0.006170
4065	IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS	"10,468"	1.901	0.017400
4067	HERPETOLOGICAL MONOGRAPHS	344	1.900	0.000160
4068	Chinese Optics Letters	"2,140"	1.899	0.004500
4068	SIAM JOURNAL ON NUMERICAL ANALYSIS	"9,371"	1.899	0.017860
4070	PHOTODERMATOLOGY PHOTOIMMUNOLOGY & PHOTOMEDICINE	"1,280"	1.897	0.001780
4070	SAR AND QSAR IN ENVIRONMENTAL RESEARCH	840	1.897	0.001080
4072	FOOT & ANKLE INTERNATIONAL	"6,874"	1.896	0.008210
4072	Forensic Science Medicine and Pathology	694	1.896	0.002220
4072	Global Health Action	"1,230"	1.896	0.005780
4072	Global Health Action	"1,230"	1.896	0.005780
4076	AMERICAN JOURNAL OF INTERNATIONAL LAW	"1,440"	1.895	0.001650
4076	ANTICANCER RESEARCH	"17,281"	1.895	0.025180
4076	Diagnostic Pathology	"1,886"	1.895	0.006020
4076	ENDOCRINE JOURNAL	"3,187"	1.895	0.005570
4076	HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE	"1,204"	1.895	0.002320
4076	JOURNAL OF ENERGY ENGINEERING	404	1.895	0.000710
4076	Population Space and Place	889	1.895	0.002830
4083	AQUACULTURE	"26,264"	1.893	0.020900
4083	ENGINEERING STRUCTURES	"11,921"	1.893	0.026470
4085	COMPUTERS AND ELECTRONICS IN AGRICULTURE	"4,142"	1.892	0.007030
4085	Journal of Cognitive Psychology	555	1.892	0.003150
4085	LIPIDS	"6,789"	1.892	0.005330
4085	OCEAN DYNAMICS	"1,834"	1.892	0.006150
4089	COMPUTERS & FLUIDS	"6,121"	1.891	0.019120
4089	Journal of Gastrointestinal and Liver Diseases	"1,193"	1.891	0.002660
4089	RESTORATION ECOLOGY	"4,120"	1.891	0.006340
4092	COLLOID AND POLYMER SCIENCE	"6,663"	1.890	0.006960
4093	ANNALS OF HUMAN GENETICS	"2,188"	1.889	0.003220
4093	IEEE SENSORS JOURNAL	"7,418"	1.889	0.019370
4093	JAPANESE JOURNAL OF CLINICAL ONCOLOGY	"4,029"	1.889	0.008190
4093	Progress of Theoretical and Experimental Physics	934	1.889	0.005180
4093	Research in Organizational Behavior	"2,597"	1.889	0.001980
4093	UNIVERSITY OF CHICAGO LAW REVIEW	"2,473"	1.889	0.002800
4099	MICROBIAL PATHOGENESIS	"2,530"	1.888	0.003750
4099	PSYCHOPATHOLOGY	"1,599"	1.888	0.002050
4099	PSYCHOPATHOLOGY	"1,599"	1.888	0.002050
4102	Drug Delivery and Translational Research	373	1.887	0.001250
4102	Journal of Digestive Diseases	"1,051"	1.887	0.003270
4104	OPHTHALMIC GENETICS	649	1.886	0.001910
4105	DIGESTION	"2,461"	1.884	0.003480
4105	JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMIC AND ENVIRONMENTAL PHYSIOLOGY	"3,233"	1.884	0.004770
4105	JOURNAL OF THROMBOSIS AND THROMBOLYSIS	"2,221"	1.884	0.005750
4105	Journal of Physical Activity & Health	"2,922"	1.884	0.008970
4109	Marine Genomics	478	1.883	0.001780
4109	SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS	"3,363"	1.883	0.009500
4111	AJIDD-American Journal on Intellectual and Developmental Disabilities	546	1.882	0.002320
4111	Supreme Court Review	577	1.882	0.000730
4113	MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT	"1,861"	1.881	0.002010
4114	INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING	"2,219"	1.880	0.007430
4114	INTERNATIONAL JOURNAL OF CONTROL	"5,452"	1.880	0.009610
4116	ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE	"2,796"	1.879	0.004670
4116	OPTICS AND LASER TECHNOLOGY	"4,089"	1.879	0.009840
4116	Psychiatria Danubina	754	1.879	0.002160
4116	Psychiatria Danubina	754	1.879	0.002160
4120	Food Additives and Contaminants Part A-Chemistry Analysis Control Exposure & Risk Assessment	"6,148"	1.878	0.008150
4120	INTERNATIONAL JOURNAL OF UROLOGY	"3,539"	1.878	0.006360
4122	CANADIAN GEOTECHNICAL JOURNAL	"6,107"	1.877	0.007260
4122	IEEE Transactions on Audio Speech and Language Processing	"3,264"	1.877	0.011050
4122	IMA JOURNAL OF NUMERICAL ANALYSIS	"1,936"	1.877	0.007850
4122	JOURNAL OF SYNCHROTRON RADIATION	"4,675"	1.877	0.009980
4122	RESEARCH IN DEVELOPMENTAL DISABILITIES	"4,995"	1.877	0.015840
4127	AMERICAN FAMILY PHYSICIAN	"5,036"	1.876	0.005670
4127	Journal of Clinical Neurology	690	1.876	0.002120
4129	AMERICAN JOURNAL OF HUMAN BIOLOGY	"2,827"	1.875	0.005650
4129	AMERICAN JOURNAL OF HUMAN BIOLOGY	"2,827"	1.875	0.005650
4129	DERMATOLOGIC CLINICS	"1,586"	1.875	0.003050
4129	EVOLUTIONARY ECOLOGY	"3,435"	1.875	0.006160
4129	HISTOLOGY AND HISTOPATHOLOGY	"4,179"	1.875	0.006540
4134	IEEE Transactions on Affective Computing	520	1.873	0.002800
4134	JOURNAL OF CHEMOMETRICS	"3,193"	1.873	0.002900
4134	JOURNAL OF MARRIAGE AND FAMILY	"8,683"	1.873	0.010020
4134	MEDITERRANEAN MARINE SCIENCE	710	1.873	0.001990
4138	CHINESE JOURNAL OF CHEMISTRY	"3,069"	1.872	0.004500
4138	Clinics and Research in Hepatology and Gastroenterology	913	1.872	0.003740
4138	INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE	"1,855"	1.872	0.003850
4138	JOURNAL OF APPLIED ECONOMETRICS	"3,525"	1.872	0.010410
4138	Public Management Review	"1,184"	1.872	0.002930
4143	AUK	"5,731"	1.871	0.004640
4143	BRITISH JOURNAL OF SOCIOLOGY	"2,057"	1.871	0.003930
4143	EARTH PLANETS AND SPACE	"3,186"	1.871	0.008520
4143	JOURNAL OF COMPUTATIONAL NEUROSCIENCE	"1,863"	1.871	0.004650
4143	MECHATRONICS	"2,450"	1.871	0.005530
4143	NDT & E INTERNATIONAL	"3,200"	1.871	0.005670
4143	VISUAL NEUROSCIENCE	"2,462"	1.871	0.002190
4150	ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY	"1,981"	1.870	0.003180
4150	Annals of Laboratory Medicine	408	1.870	0.001510
4150	Bioengineered	330	1.870	0.001260
4153	CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING	"1,738"	1.869	0.002620
4153	LANGUAGE LEARNING	"2,538"	1.869	0.004390
4153	MANUAL THERAPY	"2,753"	1.869	0.004880
4156	DIATOM RESEARCH	718	1.868	0.000900
4156	INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH	"2,924"	1.868	0.006410
4156	JOURNAL OF TRAVEL MEDICINE	"1,456"	1.868	0.003300
4156	Journal of Hand Surgery-European Volume	"3,901"	1.868	0.004120
4160	BIRTH-ISSUES IN PERINATAL CARE	"1,921"	1.867	0.002610
4160	BIRTH-ISSUES IN PERINATAL CARE	"1,921"	1.867	0.002610
4160	JOURNAL OF AGING AND PHYSICAL ACTIVITY	"1,175"	1.867	0.001810
4160	JOURNAL OF AGING AND PHYSICAL ACTIVITY	"1,175"	1.867	0.001810
4160	MIND & LANGUAGE	"1,168"	1.867	0.002150
4160	Neuropsychiatric Disease and Treatment	"2,107"	1.867	0.005400
4166	JOURNAL OF APPLIED POLYMER SCIENCE	"47,422"	1.866	0.044100
4166	PEDIATRIC NEUROLOGY	"4,391"	1.866	0.008350
4168	Management Communication Quarterly	743	1.865	0.001580
4169	CYTOTECHNOLOGY	"1,910"	1.864	0.002460
4169	Journal of the Association for Information Science and Technology	453	1.864	0.001390
4169	Journal of the Association for Information Science and Technology	453	1.864	0.001390
4169	TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT	"2,546"	1.864	0.004940
4169	TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT	"2,546"	1.864	0.004940
4174	CHEMOECOLOGY	912	1.863	0.001250
4174	FLOW TURBULENCE AND COMBUSTION	"1,424"	1.863	0.004490
4174	Frontiers of Medicine	504	1.863	0.001980
4174	GEOLOGICAL MAGAZINE	"3,568"	1.863	0.003890
4178	CLINICAL EEG AND NEUROSCIENCE	788	1.862	0.002200
4178	COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE	"3,898"	1.862	0.007980
4178	ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS	"3,287"	1.862	0.006230
4181	AGING & MENTAL HEALTH	"3,119"	1.861	0.006580
4181	AGING & MENTAL HEALTH	"3,119"	1.861	0.006580
4181	MIDWIFERY	"2,340"	1.861	0.005320
